instance_id,1_outcome,1_patterns,1_step,1_cost,2_outcome,2_patterns,2_step,2_cost,3_outcome,3_patterns,3_step,3_cost
sympy__sympy-21930,unresolved,oscillation_self_loop,12,0.014266,unresolved,oscillation_self_loop,12,0.014266,unresolved,plan_compliance,12,0.015464
sympy__sympy-22080,unresolved,,22,0.032649,unresolved,,22,0.032649,unresolved,repeated_view,72,0.221842
sympy__sympy-22456,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",15,0.020238,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",15,0.020238,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",17,0.033332
sympy__sympy-22714,resolved,,13,0.012882,resolved,,13,0.012882,resolved,oscillation_self_loop,10,0.010132
sympy__sympy-22914,resolved,,16,0.021176,resolved,,16,0.021176,resolved,,13,0.013421
sympy__sympy-23262,resolved,"dwell_L_navigate,repeated_view",32,0.083079,resolved,"dwell_L_navigate,repeated_view",32,0.083079,unresolved,"dwell_L_navigate,oscillation_self_loop",25,0.073958
sympy__sympy-23413,unresolved,,30,0.072402,unresolved,,30,0.072402,unresolved,oscillation_self_loop,29,0.044492
sympy__sympy-23534,resolved,,12,0.020697,resolved,,12,0.020697,resolved,,22,0.031823
sympy__sympy-23824,resolved,,13,0.014046,resolved,,13,0.014046,resolved,"dwell_V,oscillation_self_loop",22,0.032557
sympy__sympy-23950,resolved,,11,0.006814,resolved,,11,0.006814,unresolved,,13,0.007694
sympy__sympy-24066,resolved,,13,0.018088,resolved,,13,0.018088,unresolved,oscillation_self_loop,13,0.018695
sympy__sympy-24213,resolved,,11,0.009268,resolved,,11,0.009268,resolved,oscillation_self_loop,10,0.008169
sympy__sympy-24443,unresolved,"oscillation_self_loop,repeated_view",23,0.021014,resolved,"oscillation_self_loop,repeated_view",23,0.021014,resolved,,21,0.018384
sympy__sympy-24539,resolved,,10,0.003889,resolved,,10,0.003889,resolved,,4,0.001261
sympy__sympy-24562,unresolved,dwell_L_navigate,26,0.159435,unresolved,dwell_L_navigate,26,0.159435,resolved,,29,0.075238
sympy__sympy-24661,resolved,,18,0.021305,unresolved,,18,0.021305,unresolved,"oscillation_self_loop,plan_compliance",12,0.017061
